 Cycle    Time        FAM         HEX        ROX         CY5
     1 2266035 276.125874  421.671329 214.790210  695.895105
     2 2376035 277.759441  426.232168 217.479720  702.339860
     3 2486035 279.306760  430.343124 219.838228  707.800932
     4 2596035 280.767832  434.004196 221.865734  712.278322
     5 2706040 282.142657  437.215385 223.562238  715.772028
     6 2816034 283.431235  439.976690 224.927739  718.282051
     7 2927034 285.484848  443.254079 225.981352  717.307692
     8 3038034 286.060606  443.993007 225.941725  717.193473
     9 3149034 287.487179  444.885781 226.277389  717.972028
    10 3262034 287.890443  444.741259 226.993007  718.620047
    11 3377035 288.135198  445.205128 228.286713  719.862471
    12 3488034 288.797203  446.706294 229.237762  720.808858
    13 3599034 289.484848  448.088578 230.358974  720.601399
    14 3710035 290.081585  449.060606 231.132867  720.722611
    15 3821035 290.454545  449.100233 231.277389  720.855478
    16 3932034 290.615385  449.428904 230.895105  721.142191
    17 4043043 291.100233  450.941725 230.613054  721.531469
    18 4154046 291.270396  451.331002 230.111888  720.678322
    19 4270034 291.463869  451.554779 229.648019  721.067599
    20 4381034 291.086247  450.780886 229.121212  721.305361
    21 4492034 292.041958  451.466200 229.228438  720.934732
    22 4603034 291.363636  452.000000 229.904429  720.459207
    23 4714035 291.456876  452.776224 229.953380  720.729604
    24 4825040 291.529138  455.307692 230.034965  720.825175
    25 4937046 291.671329  462.310023 229.557110  720.997669
    26 5048037 292.454545  476.149184 229.587413  722.675991
    27 5159039 294.081585  499.398601 230.247086  726.174825
    28 5287034 296.524476  533.114219 230.041958  731.477855
    29 5398036 299.694639  576.361305 229.918415  742.995338
    30 5509035 304.897436  629.067599 230.102564  759.160839
    31 5620034 311.731935  689.216783 230.447552  780.703963
    32 5731035 319.270396  749.997669 231.331002  807.174825
    33 5841034 328.627040  810.750583 231.076923  839.815851
    34 5952034 339.804196  870.072261 231.463869  874.027972
    35 6062034 352.340326  926.655012 231.682984  908.519814
    36 6172034 365.755245  979.696970 232.655012  944.545455
    37 6289034 380.242424 1030.258741 233.298368  978.564103
    38 6400038 395.762238 1078.638695 234.202797 1008.722611
    39 6511035 411.435897 1122.403263 235.160839 1038.237762
    40 6621035 427.575758 1162.962704 235.871795 1066.571096
    41 6732035 443.763636 1200.748252 236.330070 1091.941259
    42 6842035 460.254545 1235.286713 236.632168 1115.288112
    43 6952034 477.048485 1266.578089 236.778089 1136.611655
    44 7063041 494.145455 1294.622378 236.767832 1155.911888
    45 7174034 511.545455 1319.419580 236.601399 1173.188811
